yAxis	xAxis
2113	5.5
2114	5.1
2115	4.9
2116	5.4
2117	5.4
2118	5.2
2119	5.2
2120	5.3
2121	4.3
2122	4.5
2123	4.5
2124	4.3
2125	3.1
2126	3.5
2127	4.7
2128	5.4
2129	5.7
2130	5.5
2131	5.4
2132	5.3
2133	4.9
2134	4.5
2135	4.8
2136	4.8
2137	4.5
2138	5.0
2139	4.6
2140	4.5
2141	3.8
2142	3.5
2143	3.5
2144	3.9
2145	4.2
2146	4.2
2147	2.7
2148	3.3
2149	3.5
2150	3.4
2151	4.0
2152	3.5
2153	3.5
2154	2.8
2155	2.7
2156	2.6
2157	2.5
2158	2.4
2159	2.4
2160	2.1
2161	2.1
2162	2.1
2163	2.3
2164	2.5
2165	2.4
2166	2.9
2167	3.8
2168	5.4
2169	6.0
2170	6.3
2171	6.8
2172	6.7
2173	6.2
2174	4.9
2175	6.2
2176	5.5
2177	5.5
2178	5.3
2179	4.8
2180	4.5
2181	4.0
2182	4.1
2183	3.5
2184	2.7
2185	2.3
2186	2.0
2187	1.6
2188	1.5
2189	1.5
2190	2.0
2191	3.1
2192	4.3
2193	4.9
2194	5.0
2195	5.9
2196	4.9
2197	4.4
2198	3.7
2199	3.8
2200	4.3
2201	4.0
2202	4.5
2203	4.0
2204	4.4
2205	4.3
2206	3.3
2207	2.7
2208	2.6
2209	2.4
2210	2.1
2211	2.0
2212	2.1
2213	2.0
2214	2.6
2215	3.7
2216	4.5
2217	7.5
2218	5.5
2219	7.3
2220	8.3
2221	7.3
2222	7.8
2223	6.5
2224	6.9
2225	6.5
2226	5.5
2227	5.1
2228	4.1
2229	3.8
2230	3.5
2231	3.2
2232	2.6
2233	2.5
2234	2.1
2235	2.3
2236	2.4
2237	1.6
2238	1.6
2239	2.3
2240	3.1
2241	3.5
2242	3.4
2243	4.0
2244	3.8
2245	4.1
2246	4.4
2247	4.2
2248	3.5
2249	4.1
2250	4.3
2251	4.1
2252	3.2
2253	3.1
2254	2.6
2255	2.6
2256	2.5
2257	2.1
2258	1.6
2259	1.7
2260	2.1
2261	2.3
2262	3.1
2263	4.1
2264	5.2
2265	5.7
2266	5.4
2267	5.5
2268	5.5
2269	4.8
2270	5.5
2271	4.4
2272	4.4
2273	4.5
2274	3.9
2275	3.4
2276	3.5
2277	3.1
2278	2.8
2279	3.1
2280	3.1
2281	3.4
2282	3.4
2283	3.8
2284	3.9
2285	3.9
2286	4.0
2287	3.9
2288	3.8
2289	4.0
2290	4.0
2291	4.3
2292	4.8
2293	5.1
2294	5.5
2295	8.1
2296	7.0
2297	6.3
2298	4.8
2299	5.1
2300	4.6
2301	4.5
2302	4.4
2303	4.1
2304	4.2
2305	4.0
2306	3.5
2307	3.5
2308	3.3
2309	3.5
2310	4.1
2311	5.5
2312	6.3
2313	8.0
2314	8.9
2315	9.5
2316	10.7
2317	11.7
2318	10.9
2319	10.0
2320	10.0
2321	9.6
2322	8.7
2323	7.9
2324	7.8
2325	7.1
2326	6.5
2327	6.8
2328	6.1
2329	5.5
2330	5.5
2331	5.4
2332	5.5
2333	6.2
2334	6.8
2335	7.8
2336	8.5
2337	8.6
2338	9.8
2339	8.7
2340	12.7
2341	9.8
2342	9.1
2343	11.2
2344	8.9
2345	8.3
2346	7.4
2347	6.7
2348	6.0
2349	6.0
2350	5.7
2351	5.4
2352	5.2
2353	4.5
2354	5.4
2355	5.5
2356	5.5
2357	6.0
2358	6.5
2359	6.5
2360	7.2
2361	7.3
2362	8.3
2363	9.3
2364	9.5
2365	8.8
2366	8.4
2367	8.4
2368	8.4
2369	8.5
2370	8.3
2371	10.3
2372	8.9
2373	8.2
2374	7.6
2375	6.5
2376	6.0
2377	5.7
2378	5.4
2379	5.0
2380	4.5
2381	4.3
2382	4.6
2383	5.4
2384	6.0
2385	7.0
2386	9.8
2387	8.5
2388	12.1
2389	12.7
2390	13.8
2391	13.2
2392	16.6
2393	11.1
2394	10.4
2395	8.9
2396	8.1
2397	7.3
2398	7.1
2399	7.7
2400	6.9
2401	6.3
2402	5.7
2403	5.3
2404	5.6
2405	5.4
2406	6.2
2407	7.0
2408	6.5
2409	7.6
2410	8.0
2411	8.3
2412	8.3
2413	10.0
2414	9.9
2415	8.7
2416	8.0
2417	7.7
2418	7.7
2419	8.3
2420	10.4
2421	9.0
2422	8.8
2423	8.5
2424	8.2
2425	7.8
2426	7.9
2427	7.0
2428	6.7
2429	6.5
2430	7.1
2431	7.8
2432	8.8
2433	9.2
2434	9.9
2435	10.0
2436	10.3
2437	10.7
2438	10.7
2439	10.3
2440	9.8
2441	9.5
2442	9.2
2443	8.0
2444	7.3
2445	6.5
2446	5.9
2447	5.7
2448	4.9
2449	4.3
2450	3.9
2451	3.9
2452	3.2
2453	3.2
2454	4.0
2455	5.7
2456	6.7
2457	7.2
2458	8.4
2459	8.8
2460	9.6
2461	10.3
2462	10.2
2463	10.7
2464	10.4
2465	10.1
2466	9.2
2467	7.4
2468	7.0
2469	6.2
2470	6.2
2471	5.5
2472	4.6
2473	4.2
2474	3.8
2475	3.3
2476	2.9
2477	3.5
2478	4.1
2479	4.7
2480	6.3
2481	6.2
2482	6.7
2483	5.7
2484	5.5
2485	4.2
2486	4.2
2487	5.3
2488	5.4
2489	5.7
2490	6.5
2491	7.3
2492	8.7
2493	9.0
2494	9.4
2495	8.8
2496	8.5
2497	8.3
2498	7.8
2499	7.4
2500	7.3
2501	7.4
2502	7.6
2503	7.9
2504	8.9
2505	8.2
2506	8.5
2507	8.4
2508	8.1
2509	7.8
2510	8.4
2511	9.5
2512	10.2
2513	10.0
2514	10.0
2515	9.9
2516	9.3
2517	8.2
2518	7.8
2519	7.1
2520	6.3
2521	6.0
2522	5.5
2523	5.0
2524	4.5
2525	5.3
2526	6.5
2527	7.9
2528	9.5
2529	8.4
2530	8.7
2531	11.2
2532	11.4
2533	9.2
2534	10.5
2535	6.1
2536	7.3
2537	7.1
2538	7.8
2539	7.3
2540	6.5
2541	5.8
2542	5.7
2543	5.4
2544	5.4
2545	4.7
2546	4.8
2547	4.8
2548	4.6
2549	5.0
2550	5.3
2551	5.4
2552	5.6
2553	5.7
2554	5.9
2555	4.8
2556	5.9
2557	6.4
2558	5.7
2559	6.0
2560	5.8
2561	6.3
2562	5.8
2563	5.3
2564	5.5
2565	4.9
2566	4.6
2567	5.3
2568	4.6
2569	4.2
2570	3.3
2571	3.1
2572	2.6
2573	2.9
2574	4.3
2575	5.6
2576	8.9
2577	8.0
2578	8.5
2579	8.7
2580	9.3
2581	9.8
2582	7.8
2583	7.7
2584	7.9
2585	8.8
2586	8.7
2587	9.3
2588	7.8
2589	7.4
2590	6.7
2591	6.8
2592	7.2
2593	6.7
2594	6.2
2595	6.0
2596	6.0
2597	6.0
2598	6.7
2599	7.8
2600	7.9
2601	8.0
2602	8.7
2603	10.6
2604	8.8
2605	10.7
2606	11.4
2607	12.6
2608	11.9
2609	11.4
2610	11.0
2611	9.9
2612	10.5
2613	9.8
2614	8.7
2615	9.6
2616	9.0
2617	9.4
2618	8.5
2619	7.4
2620	7.4
2621	7.9
2622	8.4
2623	8.5
2624	8.3
2625	9.2
2626	8.6
2627	9.8
2628	9.6
2629	9.0
2630	11.2
2631	11.1
2632	9.6
2633	7.9
2634	7.8
2635	8.1
2636	7.8
2637	7.4
2638	6.7
2639	6.5
2640	6.6
2641	7.9
2642	7.2
2643	7.9
2644	7.9
2645	6.5
2646	6.3
2647	6.5
2648	6.8
2649	7.0
2650	7.0
2651	7.0
2652	7.1
2653	7.3
2654	7.7
2655	7.9
2656	8.3
2657	8.1
2658	8.3
2659	7.1
2660	6.3
2661	6.6
2662	6.8
2663	6.0
2664	6.3
2665	6.3
2666	4.9
2667	3.9
2668	4.3
2669	5.5
2670	6.5
2671	6.7
2672	6.8
2673	7.9
2674	9.3
2675	9.9
2676	10.9
2677	11.2
2678	12.1
2679	11.7
2680	10.7
2681	10.4
2682	9.9
2683	9.8
2684	10.7
2685	11.4
2686	10.5
2687	9.6
2688	8.4
2689	8.4
2690	9.0
2691	8.7
2692	9.0
2693	10.3
2694	10.7
2695	11.8
2696	12.8
2697	13.1
2698	14.1
2699	15.3
2700	14.9
2701	15.3
2702	14.4
2703	14.0
2704	13.1
2705	12.5
2706	12.0
2707	11.1
2708	10.4
2709	9.9
2710	9.4
2711	8.8
2712	8.4
2713	8.5
2714	8.2
2715	8.7
2716	8.3
2717	8.3
2718	8.9
2719	9.9
2720	9.9
2721	11.9
2722	10.7
2723	11.7
2724	12.5
2725	13.0
2726	13.4
2727	13.5
2728	13.4
2729	12.9
2730	12.1
2731	11.3
2732	10.3
2733	9.8
2734	8.9
2735	8.5
2736	8.2
2737	8.0
2738	7.3
2739	7.2
2740	5.8
2741	6.0
2742	6.0
2743	6.8
2744	7.2
2745	8.4
2746	12.6
2747	11.0
2748	11.2
2749	11.2
2750	11.4
2751	11.8
2752	11.6
2753	11.7
2754	11.7
2755	11.2
2756	11.1
2757	11.1
2758	10.1
2759	9.9
2760	9.6
2761	8.9
2762	9.2
2763	9.3
2764	9.4
2765	9.2
2766	9.2
2767	11.2
2768	10.2
2769	12.1
2770	12.7
2771	11.4
2772	11.2
2773	11.0
2774	10.9
2775	10.6
2776	10.7
2777	10.4
2778	10.3
2779	10.3
2780	10.0
2781	9.9
2782	9.3
2783	8.4
2784	8.2
2785	7.2
2786	7.1
2787	7.4
2788	7.4
2789	7.2
2790	7.3
2791	6.9
2792	7.3
2793	7.4
2794	7.1
2795	7.2
2796	7.2
2797	7.9
2798	8.8
2799	9.3
2800	10.1
2801	9.5
2802	8.9
2803	8.8
2804	9.0
2805	8.9
2806	7.9
2807	7.4
2808	7.4
2809	6.9
2810	6.5
2811	6.3
2812	6.2
2813	6.0
2814	6.8
2815	7.6
2816	7.4
2817	8.2
2818	9.6
2819	10.7
2820	11.2
2821	10.7
2822	10.1
2823	10.0
2824	9.4
2825	8.5
2826	8.5
2827	8.0
2828	8.3
2829	8.8
2830	8.9
2831	8.5
2832	8.0
2833	7.2
2834	6.7
2835	6.0
2836	5.1
2837	5.7
2838	6.9
2839	8.7
2840	8.6
2841	8.9
2842	9.5
2843	9.6
2844	9.8
2845	10.2
2846	10.5
2847	11.5
2848	11.4
2849	11.2
2850	11.0
2851	9.6
2852	9.2
2853	8.7
2854	8.3
2855	7.8
2856	7.8
2857	7.7
2858	8.2
2859	7.4
2860	7.3
2861	8.2
2862	8.9
2863	9.8
2864	10.4
2865	10.4
2866	10.4
2867	10.1
2868	10.4
2869	10.3
2870	9.2
2871	9.9
2872	9.0
2873	8.9
2874	9.0
2875	8.3
2876	7.8
2877	7.9
2878	7.3
2879	7.0
2880	6.6
2881	5.9
2882	5.9
2883	5.8
2884	6.1
2885	7.0
2886	7.2
2887	6.8
2888	7.0
2889	7.0
2890	7.3
2891	7.4
2892	6.0
2893	4.9
2894	4.5
2895	5.0
2896	4.9
2897	5.4
2898	5.7
2899	5.5
2900	5.0
2901	5.0
2902	5.3
2903	5.5
2904	5.6
2905	5.5
2906	5.4
2907	5.5
2908	4.6
2909	4.9
2910	4.5
2911	5.3
2912	5.5
2913	5.9
2914	6.5
2915	7.5
2916	8.4
2917	9.2
2918	9.1
2919	9.8
2920	9.2
2921	9.3
2922	8.9
2923	8.5
2924	8.2
2925	7.4
2926	7.4
2927	7.3
2928	6.9
2929	6.2
2930	5.6
2931	5.5
2932	5.0
2933	7.5
2934	8.9
2935	7.3
2936	8.8
2937	10.6
2938	10.4
2939	10.4
2940	10.8
2941	10.4
2942	10.7
2943	10.8
2944	10.4
2945	9.3
2946	8.2
2947	6.8
2948	6.5
2949	6.7
2950	7.0
2951	6.8
2952	7.1
2953	7.4
2954	7.5
2955	8.0
2956	8.5
2957	8.4
2958	7.9
2959	7.8
2960	7.1
2961	7.6
2962	7.3
2963	7.0
2964	7.3
2965	7.9
2966	8.2
2967	8.3
2968	8.8
2969	9.0
2970	9.4
2971	9.9
2972	9.9
2973	10.0
2974	9.6
2975	9.6
2976	9.4
2977	9.3
2978	9.4
2979	9.3
2980	8.9
2981	9.0
2982	8.9
2983	9.5
2984	10.6
2985	10.7
2986	10.4
2987	10.6
2988	10.7
2989	11.0
2990	11.2
2991	11.7
2992	11.5
2993	10.1
2994	10.3
2995	10.9
2996	10.9
2997	10.0
2998	10.9
2999	10.4
3000	10.7
3001	10.8
3002	11.1
3003	12.8
3004	11.7
3005	11.2
3006	11.2
3007	10.9
3008	11.0
3009	11.4
3010	11.8
3011	11.7
3012	14.2
3013	12.8
3014	12.8
3015	13.1
3016	12.5
3017	12.2
3018	12.1
3019	11.8
3020	11.8
3021	11.0
3022	11.4
3023	12.1
3024	10.4
3025	11.1
3026	10.3
3027	8.9
3028	9.4
3029	10.4
3030	10.0
3031	10.6
3032	11.7
3033	11.7
3034	11.5
3035	11.7
3036	11.8
3037	11.8
3038	12.2
3039	11.8
3040	10.6
3041	11.1
3042	11.7
3043	11.2
3044	9.7
3045	9.0
3046	8.8
3047	8.2
3048	7.9
3049	7.9
3050	7.4
3051	7.4
3052	7.6
3053	7.8
3054	8.0
3055	8.8
3056	9.6
3057	9.9
3058	10.4
3059	11.0
3060	12.2
3061	12.3
3062	13.1
3063	13.2
3064	12.7
3065	12.2
3066	11.4
3067	10.6
3068	10.1
3069	9.5
3070	8.5
3071	7.9
3072	7.7
3073	7.4
3074	7.6
3075	7.3
3076	7.3
3077	7.1
3078	7.8
3079	8.4
3080	9.3
3081	9.6
3082	9.5
3083	9.9
3084	11.5
3085	10.7
3086	10.4
3087	9.8
3088	10.0
3089	9.4
3090	9.2
3091	8.2
3092	8.0
3093	8.3
3094	8.7
3095	8.6
3096	9.5
3097	9.0
3098	9.4
3099	9.6
3100	9.6
3101	9.5
3102	9.4
3103	9.8
3104	10.1
3105	10.3
3106	9.8
3107	9.9
3108	10.1
3109	11.0
3110	11.7
3111	13.2
3112	12.3
3113	11.2
3114	11.0
3115	10.9
3116	10.4
3117	9.6
3118	9.2
3119	8.6
3120	8.0
3121	7.5
3122	7.2
3123	7.1
3124	7.9
3125	7.5
3126	7.9
3127	8.7
3128	9.9
3129	10.9
3130	11.6
3131	12.3
3132	11.8
3133	11.7
3134	11.7
3135	11.5
3136	11.7
3137	11.4
3138	10.7
3139	9.9
3140	8.8
3141	9.3
3142	9.3
3143	9.5
3144	9.5
3145	11.4
3146	11.4
3147	11.4
3148	11.1
3149	11.4
3150	10.7
3151	11.4
3152	11.7
3153	11.2
3154	13.3
3155	12.5
3156	13.7
3157	13.0
3158	11.8
3159	12.5
3160	12.5
3161	11.8
3162	11.7
3163	12.1
3164	10.5
3165	9.8
3166	9.4
3167	9.2
3168	9.0
3169	8.9
3170	8.8
3171	8.7
3172	8.8
3173	8.9
3174	9.4
3175	10.4
3176	10.7
3177	11.1
3178	11.3
3179	11.9
3180	12.3
3181	12.1
3182	12.3
3183	11.8
3184	12.9
3185	10.9
3186	11.1
3187	10.5
3188	10.0
3189	9.6
3190	9.4
3191	8.8
3192	8.4
3193	8.3
3194	8.0
3195	7.8
3196	8.1
3197	9.0
3198	10.2
3199	11.0
3200	11.1
3201	11.2
3202	12.3
3203	13.6
3204	15.6
3205	12.8
3206	11.9
3207	12.7
3208	12.2
3209	10.9
3210	10.7
3211	9.8
3212	9.7
3213	9.6
3214	10.4
3215	9.9
3216	9.3
3217	8.4
3218	7.6
3219	7.2
3220	7.0
3221	7.3
3222	8.5
3223	9.9
3224	10.9
3225	12.1
3226	12.1
3227	12.8
3228	13.6
3229	13.6
3230	12.4
3231	11.7
3232	11.4
3233	11.0
3234	10.6
3235	9.5
3236	8.2
3237	7.6
3238	7.4
3239	9.5
3240	8.0
3241	6.8
3242	8.1
3243	8.3
3244	8.4
3245	7.7
3246	8.1
3247	8.8
3248	9.8
3249	10.4
3250	12.1
3251	12.7
3252	12.9
3253	11.4
3254	11.3
3255	11.8
3256	11.8
3257	12.9
3258	11.8
3259	11.1
3260	10.4
3261	9.3
3262	9.6
3263	9.4
3264	9.4
3265	9.4
3266	9.3
3267	9.2
3268	8.9
3269	9.0
3270	9.8
3271	10.3
3272	11.1
3273	11.4
3274	10.9
3275	11.9
3276	10.9
3277	10.9
3278	13.2
3279	11.1
3280	10.4
3281	10.1
3282	9.3
3283	9.3
3284	9.0
3285	8.4
3286	8.3
3287	8.1
3288	7.4
3289	7.4
3290	7.5
3291	7.2
3292	7.2
3293	7.3
3294	9.0
3295	10.1
3296	10.4
3297	11.1
3298	11.7
3299	12.7
3300	13.9
3301	12.4
3302	13.1
3303	12.1
3304	11.7
3305	9.6
3306	8.9
3307	8.8
3308	11.2
3309	10.2
3310	9.0
3311	8.3
3312	8.3
3313	8.4
3314	7.8
3315	7.4
3316	7.2
3317	8.1
3318	8.2
3319	8.2
3320	8.4
3321	8.8
3322	8.9
3323	9.2
3324	9.8
3325	10.0
3326	11.0
3327	11.7
3328	11.8
3329	12.6
3330	12.4
3331	11.5
3332	11.1
3333	10.4
3334	9.3
3335	9.1
3336	10.0
3337	9.8
3338	9.7
3339	9.5
3340	9.0
3341	9.2
3342	9.4
3343	10.0
3344	10.4
3345	11.6
3346	12.1
3347	12.8
3348	13.6
3349	13.8
3350	12.9
3351	11.8
3352	11.4
3353	11.1
3354	11.4
3355	11.2
3356	10.3
3357	10.0
3358	9.4
3359	7.8
3360	8.1
3361	7.9
3362	9.2
3363	8.4
3364	9.4
3365	10.1
3366	9.4
3367	11.5
3368	12.1
3369	12.7
3370	12.6
3371	12.8
3372	12.9
3373	13.6
3374	12.5
3375	13.6
3376	13.1
3377	12.9
3378	12.8
3379	12.6
3380	12.1
3381	11.5
3382	11.4
3383	10.6
3384	10.3
3385	9.9
3386	9.5
3387	9.3
3388	9.4
3389	9.3
3390	9.7
3391	10.3
3392	11.2
3393	12.1
3394	12.3
3395	12.1
3396	12.1
3397	11.8
3398	12.1
3399	12.1
3400	12.3
3401	12.2
3402	12.1
3403	11.8
3404	11.4
3405	11.1
3406	10.9
3407	11.3
3408	11.2
3409	11.4
3410	11.9
3411	11.7
3412	10.8
3413	10.3
3414	10.4
3415	10.4
3416	10.6
3417	12.6
3418	13.4
3419	15.5
3420	15.6
3421	15.9
3422	16.0
3423	16.7
3424	15.6
3425	16.5
3426	16.2
3427	14.4
3428	13.8
3429	12.8
3430	11.9
3431	11.0
3432	10.3
3433	9.3
3434	8.9
3435	8.7
3436	8.4
3437	8.6
3438	8.7
3439	10.1
3440	10.4
3441	11.3
3442	11.8
3443	12.3
3444	13.1
3445	12.8
3446	13.1
3447	13.5
3448	13.6
3449	13.4
3450	13.3
3451	13.1
3452	12.8
3453	12.2
3454	11.5
3455	11.4
3456	10.8
3457	10.4
3458	9.7
3459	9.6
3460	9.6
3461	9.8
3462	9.9
3463	10.9
3464	12.6
3465	13.3
3466	13.9
3467	14.8
3468	13.8
3469	15.7
3470	16.0
3471	15.1
3472	13.8
3473	13.8
3474	13.1
3475	12.8
3476	12.3
3477	12.2
3478	11.8
3479	11.6
3480	11.7
3481	11.3
3482	10.9
3483	10.1
3484	10.6
3485	10.7
3486	11.8
3487	12.7
3488	13.6
3489	12.8
3490	12.6
3491	12.7
3492	13.1
3493	14.2
3494	13.5
3495	13.3
3496	12.9
3497	13.1
3498	13.1
3499	11.9
3500	11.1
3501	11.8
3502	11.4
3503	10.6
3504	9.5
3505	9.0
3506	8.6
3507	8.5
3508	8.9
3509	10.6
3510	11.0
3511	12.4
3512	12.5
3513	12.9
3514	13.4
3515	13.7
3516	14.8
3517	16.7
3518	17.1
3519	15.9
3520	16.7
3521	15.8
3522	16.0
3523	14.7
3524	13.5
3525	12.7
3526	11.7
3527	10.7
3528	9.9
3529	9.5
3530	8.9
3531	8.8
3532	9.0
3533	9.0
3534	10.3
3535	10.4
3536	11.2
3537	11.8
3538	11.8
3539	12.1
3540	13.1
3541	11.9
3542	12.6
3543	13.1
3544	13.7
3545	13.2
3546	12.9
3547	12.4
3548	11.5
3549	11.6
3550	11.7
3551	11.3
3552	11.1
3553	10.1
3554	9.3
3555	9.2
3556	8.5
3557	8.6
3558	9.6
3559	10.7
3560	11.4
3561	11.8
3562	11.8
3563	11.7
3564	11.7
3565	12.1
3566	12.3
3567	12.1
3568	11.8
3569	11.7
3570	11.7
3571	10.7
3572	9.9
3573	8.9
3574	8.7
3575	8.7
3576	8.8
3577	8.6
3578	9.7
3579	10.4
3580	10.9
3581	11.4
3582	11.5
3583	11.4
3584	11.8
3585	11.6
3586	10.9
3587	10.2
3588	11.0
3589	11.5
3590	11.5
3591	11.7
3592	11.2
3593	10.6
3594	11.3
3595	11.4
3596	11.2
3597	10.6
3598	10.2
3599	10.0
3600	10.1
3601	9.5
3602	9.1
3603	8.4
3604	8.5
3605	9.0
3606	8.9
3607	10.0
3608	10.9
3609	11.2
3610	11.8
3611	12.9
3612	12.7
3613	11.9
3614	11.1
3615	11.4
3616	11.9
3617	12.8
3618	12.0
3619	12.0
3620	11.7
3621	11.8
3622	11.5
3623	11.1
3624	11.5
3625	12.4
3626	14.3
3627	13.8
3628	13.8
3629	12.0
3630	11.4
3631	12.2
3632	12.8
3633	13.1
3634	13.9
3635	14.2
3636	14.6
3637	15.2
3638	15.3
3639	15.5
3640	13.5
3641	13.6
3642	13.4
3643	13.1
3644	12.7
3645	12.2
3646	11.7
3647	11.2
3648	11.0
3649	8.9
3650	9.2
3651	9.2
3652	10.1
3653	10.6
3654	11.2
3655	11.7
3656	12.1
3657	12.1
3658	12.8
3659	12.4
3660	12.1
3661	12.8
3662	12.3
3663	12.2
3664	12.9
3665	12.6
3666	12.8
3667	12.9
3668	13.9
3669	13.7
3670	14.3
3671	13.8
3672	14.3
3673	14.4
3674	14.2
3675	13.8
3676	13.8
3677	14.7
3678	14.6
3679	15.2
3680	15.3
3681	15.4
3682	15.6
3683	14.8
3684	14.3
3685	15.2
3686	15.3
3687	13.2
3688	15.1
3689	14.7
3690	14.5
3691	13.7
3692	13.1
3693	12.4
3694	12.2
3695	11.7
3696	11.3
3697	10.9
3698	10.7
3699	10.3
3700	10.4
3701	10.9
3702	11.8
3703	13.1
3704	13.2
3705	13.5
3706	15.1
3707	15.3
3708	16.3
3709	15.8
3710	16.3
3711	17.2
3712	17.5
3713	17.3
3714	16.7
3715	15.6
3716	14.3
3717	13.6
3718	12.8
3719	12.2
3720	11.6
3721	10.9
3722	10.4
3723	10.1
3724	10.3
3725	11.1
3726	11.8
3727	12.7
3728	12.8
3729	13.5
3730	14.3
3731	14.7
3732	14.7
3733	14.7
3734	15.2
3735	15.1
3736	15.1
3737	14.9
3738	15.0
3739	14.2
3740	12.8
3741	12.0
3742	11.1
3743	11.6
3744	11.3
3745	11.2
3746	11.2
3747	11.2
3748	11.9
3749	13.2
3750	15.6
3751	14.0
3752	16.7
3753	16.4
3754	16.3
3755	17.0
3756	16.7
3757	16.4
3758	17.7
3759	17.4
3760	17.0
3761	16.0
3762	20.0
3763	19.4
3764	17.5
3765	16.2
3766	15.1
3767	14.2
3768	13.8
3769	12.9
3770	12.1
3771	11.6
3772	11.1
3773	11.2
3774	12.1
3775	12.8
3776	14.2
3777	15.1
3778	15.1
3779	15.0
3780	15.3
3781	16.8
3782	17.0
3783	16.0
3784	15.9
3785	15.9
3786	15.9
3787	15.3
3788	14.6
3789	14.0
3790	13.1
3791	12.5
3792	11.8
3793	11.4
3794	10.6
3795	10.4
3796	9.9
3797	10.1
3798	11.1
3799	13.7
3800	13.8
3801	15.3
3802	14.8
3803	16.0
3804	16.0
3805	15.8
3806	15.8
3807	16.1
3808	16.7
3809	16.7
3810	16.0
3811	14.0
3812	12.7
3813	12.0
3814	11.1
3815	10.7
3816	10.4
3817	9.9
3818	9.5
3819	10.2
3820	10.7
3821	12.2
3822	13.3
3823	13.6
3824	14.7
3825	14.8
3826	14.5
3827	15.0
3828	14.8
3829	15.0
3830	15.1
3831	15.0
3832	13.3
3833	13.1
3834	13.1
3835	13.2
3836	13.3
3837	13.3
3838	12.8
3839	11.7
3840	11.2
3841	11.1
3842	11.2
3843	11.3
3844	10.7
3845	10.5
3846	12.2
3847	13.2
3848	14.5
3849	15.1
3850	15.3
3851	15.8
3852	15.3
3853	15.5
3854	15.5
3855	15.3
3856	15.5
3857	15.3
3858	18.1
3859	17.6
3860	16.2
3861	15.3
3862	14.7
3863	13.7
3864	13.1
3865	12.6
3866	11.7
3867	11.3
3868	11.7
3869	12.5
3870	14.3
3871	16.1
3872	15.3
3873	15.6
3874	17.5
3875	18.3
3876	19.7
3877	18.5
3878	17.9
3879	18.6
3880	17.8
3881	17.3
3882	17.1
3883	18.9
3884	18.9
3885	17.7
3886	16.7
3887	15.8
3888	15.3
3889	14.5
3890	13.8
3891	13.4
3892	13.1
3893	12.9
3894	13.1
3895	13.8
3896	14.7
3897	15.5
3898	16.7
3899	17.1
3900	17.5
3901	17.7
3902	17.9
3903	17.7
3904	17.3
3905	18.2
3906	18.0
3907	15.8
3908	15.4
3909	15.3
3910	14.6
3911	13.1
3912	12.6
3913	12.7
3914	13.3
3915	13.6
3916	13.8
3917	14.0
3918	14.7
3919	15.3
3920	16.2
3921	17.5
3922	17.6
3923	18.2
3924	18.6
3925	18.9
3926	19.2
3927	20.1
3928	19.8
3929	19.2
3930	18.8
3931	18.2
3932	17.8
3933	16.9
3934	16.7
3935	17.2
3936	14.8
3937	14.6
3938	14.8
3939	15.5
3940	15.3
3941	15.4
3942	15.7
3943	15.8
3944	16.3
3945	16.2
3946	16.8
3947	17.5
3948	19.4
3949	19.0
3950	19.2
3951	19.6
3952	18.9
3953	17.6
3954	16.7
3955	15.9
3956	14.0
3957	13.2
3958	12.4
3959	11.8
3960	11.1
3961	10.3
3962	9.9
3963	9.6
3964	9.9
3965	11.4
3966	12.6
3967	13.8
3968	14.7
3969	15.8
3970	15.6
3971	16.4
3972	14.7
3973	14.8
3974	16.1
3975	16.0
3976	15.8
3977	15.8
3978	16.0
3979	15.8
3980	15.8
3981	14.2
3982	12.9
3983	12.1
3984	11.1
3985	10.7
3986	9.9
3987	9.9
3988	10.3
3989	11.7
3990	12.5
3991	13.3
3992	14.8
3993	13.3
3994	14.0
3995	13.8
3996	14.8
3997	15.1
3998	14.8
3999	14.8
4000	15.3
4001	15.2
4002	15.5
4003	16.5
4004	15.8
4005	15.5
4006	15.4
4007	14.5
4008	13.7
4009	12.7
4010	12.1
4011	12.1
4012	12.3
4013	13.1
4014	13.7
4015	13.2
4016	13.9
4017	14.5
4018	15.6
4019	15.9
4020	15.5
4021	15.0
4022	15.3
4023	14.8
4024	15.0
4025	14.3
4026	12.4
4027	12.1
4028	12.4
4029	12.2
4030	12.3
4031	12.8
4032	13.3
4033	13.2
4034	13.3
4035	13.3
4036	13.6
4037	13.7
4038	13.8
4039	13.2
4040	13.7
4041	14.3
4042	15.0
4043	15.5
4044	15.5
4045	14.7
4046	15.0
4047	15.2
4048	13.1
4049	13.4
4050	14.2
4051	13.9
4052	13.4
4053	12.8
4054	12.3
4055	11.7
4056	11.6
4057	11.4
4058	11.4
4059	11.4
4060	11.1
4061	11.7
4062	12.2
4063	12.3
4064	12.8
4065	12.6
4066	12.9
4067	13.1
4068	12.7
4069	14.7
4070	13.7
4071	14.0
4072	13.8
4073	13.4
4074	13.6
4075	13.5
4076	13.6
4077	13.6
4078	13.1
4079	12.8
4080	12.4
4081	12.5
4082	12.1
4083	12.1
4084	12.1
4085	12.4
4086	12.6
4087	13.2
4088	13.8
4089	14.2
4090	13.8
4091	13.8
4092	14.7
4093	13.9
4094	15.4
4095	15.4
4096	14.7
4097	14.6
4098	14.7
4099	14.8
4100	13.1
4101	12.0
4102	12.7
4103	12.5
4104	12.8
4105	13.1
4106	13.2
4107	12.5
4108	12.3
4109	13.2
4110	14.7
